customer_id,recency,frequency,monetary,cluster,segment,customer_name,region,customer_type
CUST-00332,74,7,11849.42,1,Occasional / Low-Value,Shannon Johnston,South,Consumer
CUST-00333,35,18,20290.8,2,Loyal Customers,Mark Roberts,East,Corporate
CUST-00334,153,10,12387.529999999999,3,At Risk,Frederick Solis,East,Corporate
CUST-00335,27,16,22912.93,2,Loyal Customers,Michael Cox,East,Home Office
CUST-00336,31,18,20150.72,2,Loyal Customers,Dana Chapman,South,Home Office
CUST-00337,24,16,11662.07,1,Occasional / Low-Value,Seth Reese,South,Corporate
CUST-00338,44,14,14573.14,1,Occasional / Low-Value,Christopher Dixon,South,Corporate
CUST-00339,54,18,21035.44,2,Loyal Customers,Cheyenne Parsons,West,Corporate
CUST-00340,47,14,9731.31,1,Occasional / Low-Value,Sabrina Briggs,West,Home Office
CUST-00341,1,10,12063.43,1,Occasional / Low-Value,David Thompson,Central,Corporate
CUST-00342,4,19,15107.14,2,Loyal Customers,Mary Thompson,North,Corporate
CUST-00343,53,19,23708.88,0,Champions,Julie Elliott,North,Consumer
CUST-00344,1,13,13815.08,1,Occasional / Low-Value,Thomas Cunningham,North,Home Office
CUST-00345,6,14,14684.3,1,Occasional / Low-Value,Mrs. Tricia Stewart,North,Consumer
CUST-00346,8,12,12002.41,1,Occasional / Low-Value,Jeremy Turner,South,Corporate
CUST-00347,52,7,13455.109999999999,1,Occasional / Low-Value,Heather Jones,North,Consumer
CUST-00348,52,15,20090.66,2,Loyal Customers,Anthony Decker,East,Corporate
CUST-00349,41,19,21593.74,0,Champions,Vanessa Davis,North,Corporate
CUST-00350,12,18,28205.48,0,Champions,Julie Spencer,West,Corporate
CUST-00351,15,15,18899.92,2,Loyal Customers,Amanda Stout,North,Consumer
CUST-00352,15,15,19401.8,2,Loyal Customers,Erica Alvarez,North,Home Office
CUST-00353,21,16,15580.92,2,Loyal Customers,Joanna Shepherd,South,Consumer
CUST-00354,97,13,14737.119999999999,3,At Risk,Miguel Wagner,South,Home Office
CUST-00355,1,16,19259.27,2,Loyal Customers,Michael Ritter,East,Consumer
CUST-00356,7,12,12348.56,1,Occasional / Low-Value,Caitlin Watson,East,Consumer
CUST-00357,41,14,20777.120000000003,2,Loyal Customers,Raymond Shelton,West,Consumer
CUST-00358,51,14,18776.22,2,Loyal Customers,Maria Jones,North,Consumer
CUST-00359,19,18,20724.19,2,Loyal Customers,Jasmine King,East,Corporate
CUST-00360,22,19,25436.22,0,Champions,Susan Marks,South,Corporate
CUST-00361,33,14,14812.52,1,Occasional / Low-Value,Matthew Rangel,North,Home Office
CUST-00362,8,14,14747.79,1,Occasional / Low-Value,Melissa Myers,West,Consumer
CUST-00363,19,12,14223.85,1,Occasional / Low-Value,Angela Hansen,Central,Consumer
CUST-00364,19,19,27014.63,0,Champions,Robin Santiago,North,Consumer
CUST-00365,4,24,29278.94,0,Champions,Yolanda Gaines,East,Consumer
CUST-00366,11,15,17014.37,2,Loyal Customers,Jessica Cox,Central,Corporate
CUST-00367,73,18,24431.76,0,Champions,Trevor Peterson,East,Consumer
CUST-00368,108,13,22484.66,3,At Risk,Mr. Chad Jones,East,Consumer
CUST-00369,14,16,16177.21,2,Loyal Customers,Katie Fernandez,West,Consumer
CUST-00370,32,18,28697.99,0,Champions,Amanda Rogers,East,Consumer
CUST-00371,13,12,12447.449999999999,1,Occasional / Low-Value,Linda Moore,Central,Consumer
CUST-00372,25,13,19689.68,2,Loyal Customers,Patricia Lamb,South,Consumer
CUST-00373,48,19,19250.13,2,Loyal Customers,Amanda Diaz,South,Consumer
CUST-00374,5,17,13686.95,2,Loyal Customers,Jeremy Mitchell,West,Corporate
CUST-00375,12,10,16189.36,1,Occasional / Low-Value,Cynthia Allen,Central,Consumer
CUST-00376,27,13,13102.59,1,Occasional / Low-Value,Stephanie Lee,East,Consumer
CUST-00377,16,22,21404.19,0,Champions,Victoria Murray,Central,Corporate
CUST-00378,8,16,20190.39,2,Loyal Customers,Kathryn Barnes,Central,Consumer
CUST-00379,2,23,33685.03,0,Champions,Rebecca Taylor,West,Consumer
CUST-00380,42,15,22717.71,2,Loyal Customers,John Watson,East,Consumer
CUST-00381,4,16,21020.53,2,Loyal Customers,Ryan Rosales,East,Home Office
CUST-00382,49,13,14535.47,1,Occasional / Low-Value,Christopher Cole,Central,Consumer
CUST-00383,23,10,12523.07,1,Occasional / Low-Value,Jeffrey Potts,South,Consumer
CUST-00384,43,9,11508.01,1,Occasional / Low-Value,Stacey Arias,North,Consumer
CUST-00385,81,13,13246.38,1,Occasional / Low-Value,Jonathan Young,Central,Home Office
CUST-00386,22,19,20322.96,0,Champions,Alfred Galvan,West,Corporate
CUST-00387,36,23,25703.989999999998,0,Champions,Gabriela Thomas,Central,Consumer
CUST-00388,36,24,34308.55,0,Champions,Ronald Horton,South,Consumer
CUST-00389,2,14,11591.93,1,Occasional / Low-Value,Julie Gilbert,West,Corporate
CUST-00390,69,10,7712.17,1,Occasional / Low-Value,David Conley,North,Consumer
CUST-00391,19,15,16516.55,2,Loyal Customers,Lisa Henderson,East,Home Office
CUST-00392,32,19,21786.739999999998,0,Champions,Eric Williams,West,Consumer
CUST-00393,236,10,9241.91,3,At Risk,Lisa Brown,East,Home Office
CUST-00394,30,25,29005.85,0,Champions,Linda Smith,North,Consumer
CUST-00395,45,20,20497.28,0,Champions,Michelle Carter,North,Consumer
CUST-00396,12,18,19913.64,2,Loyal Customers,Cynthia Butler,North,Consumer
CUST-00397,1,11,12715.48,1,Occasional / Low-Value,Kelly Ward,East,Consumer
CUST-00398,99,15,14977.3,3,At Risk,Rachel Romero,South,Home Office
CUST-00399,3,18,20659.79,2,Loyal Customers,John Reid,Central,Consumer
CUST-00400,1,13,6720.389999999999,1,Occasional / Low-Value,Alan Kramer,Central,Corporate
CUST-00401,20,13,16981.8,2,Loyal Customers,Matthew Garcia,South,Corporate
CUST-00402,8,21,20735.34,0,Champions,Evelyn Williams,South,Corporate
CUST-00403,31,19,18736.06,2,Loyal Customers,Marvin Greer,South,Consumer
CUST-00404,41,21,30345.41,0,Champions,Michael Welch,North,Consumer
CUST-00405,22,14,10954.2,1,Occasional / Low-Value,Mike Acevedo,South,Corporate
CUST-00406,47,21,18881.17,0,Champions,Andrew Gonzalez,Central,Consumer
CUST-00407,38,16,16187.31,2,Loyal Customers,Eric Sanders,North,Consumer
CUST-00408,127,15,15724.31,3,At Risk,Dawn Mullins,South,Consumer
CUST-00409,17,10,15763.509999999998,1,Occasional / Low-Value,Scott Williams,West,Home Office
CUST-00410,15,15,11588.220000000001,1,Occasional / Low-Value,Caleb Richardson,East,Consumer
CUST-00411,23,14,11066.11,1,Occasional / Low-Value,Jeremiah Huber,South,Consumer
CUST-00412,13,15,16070.82,2,Loyal Customers,Kathleen Jimenez,East,Consumer
CUST-00413,3,13,13690.65,1,Occasional / Low-Value,Debra Miller,East,Consumer
CUST-00414,18,11,6799.42,1,Occasional / Low-Value,Lance Short,South,Consumer
CUST-00415,30,17,13486.39,2,Loyal Customers,Brian Murphy,Central,Consumer
CUST-00416,4,18,22363.42,0,Champions,Lance Simmons,West,Consumer
CUST-00417,25,14,13659.31,1,Occasional / Low-Value,Jeremy Acosta,East,Corporate
CUST-00418,3,16,28220.57,0,Champions,Zachary Hill,East,Corporate
CUST-00419,5,14,18828.83,2,Loyal Customers,Angela Walsh,North,Corporate
CUST-00420,29,17,25999.76,0,Champions,Nicole Moore,North,Consumer
CUST-00421,49,14,16855.34,2,Loyal Customers,Lawrence Harrington,North,Consumer
CUST-00422,43,14,20510.36,2,Loyal Customers,David Brewer,South,Consumer
CUST-00423,19,10,11813.18,1,Occasional / Low-Value,Keith Jacobs,East,Consumer
CUST-00424,7,12,15362.86,1,Occasional / Low-Value,Jacob Wallace,West,Home Office
CUST-00425,175,14,18182.08,3,At Risk,Kendra Sanders,South,Consumer
CUST-00426,14,17,25328.829999999998,0,Champions,Tyler Johnson,West,Corporate
CUST-00427,59,15,19575.39,2,Loyal Customers,Mr. Justin Green III,Central,Corporate
CUST-00428,73,11,12134.45,1,Occasional / Low-Value,Logan Benson,North,Consumer
CUST-00429,19,11,12140.65,1,Occasional / Low-Value,Chad Jones,East,Corporate
CUST-00430,11,13,11269.59,1,Occasional / Low-Value,Jill Miller,North,Corporate
CUST-00431,4,8,9813.130000000001,1,Occasional / Low-Value,Victoria Contreras,North,Home Office
CUST-00432,53,14,9745.93,1,Occasional / Low-Value,Joshua Vance,East,Home Office
CUST-00433,44,12,19197.67,2,Loyal Customers,Michael Graves,South,Consumer
CUST-00434,34,14,13378.09,1,Occasional / Low-Value,Katie Martinez,North,Consumer
CUST-00435,132,11,16269.85,3,At Risk,Cynthia Snyder,South,Consumer
CUST-00436,42,25,24910.54,0,Champions,Jackie Lara,Central,Corporate
CUST-00437,25,15,21203.1,2,Loyal Customers,Stephen Jones,South,Consumer
CUST-00438,99,19,31340.69,0,Champions,Dr. Kelly Hammond DVM,South,Corporate
CUST-00439,60,9,12160.5,1,Occasional / Low-Value,Evan Jones,East,Consumer
CUST-00440,33,11,13250.85,1,Occasional / Low-Value,Haley Humphrey,North,Corporate
CUST-00441,113,11,10575.49,3,At Risk,Laurie Saunders,East,Corporate
CUST-00442,16,18,15872.49,2,Loyal Customers,Thomas Brown,South,Home Office
CUST-00443,128,17,17907.19,3,At Risk,Elizabeth Martin,South,Corporate
CUST-00444,87,16,22476.1,2,Loyal Customers,Hannah Everett,North,Consumer
CUST-00445,33,18,18700.36,2,Loyal Customers,Blake Gonzalez,North,Corporate
CUST-00446,19,16,13321.68,2,Loyal Customers,Mario Mendez,Central,Corporate
CUST-00447,42,18,21940.239999999998,0,Champions,Caroline David,South,Consumer
CUST-00448,70,11,12930.67,1,Occasional / Low-Value,Marcus Winters,South,Consumer
CUST-00449,38,10,8456.56,1,Occasional / Low-Value,Kristy Bryan,Central,Consumer
CUST-00450,7,17,16528.01,2,Loyal Customers,Travis Wise,East,Home Office
CUST-00451,3,17,19554.510000000002,2,Loyal Customers,Pamela Butler,Central,Corporate
CUST-00452,2,21,22783.07,0,Champions,Stephen Gardner,Central,Consumer
CUST-00453,56,6,7827.63,1,Occasional / Low-Value,Karen Ballard,North,Corporate
CUST-00454,134,5,3930.5499999999997,3,At Risk,Jesse Barker,West,Corporate
CUST-00455,20,15,11914.9,1,Occasional / Low-Value,John Harris,North,Consumer
CUST-00456,29,21,20430.14,0,Champions,Scott Flores,South,Consumer
CUST-00457,111,12,15716.89,3,At Risk,James Hodges,Central,Consumer
CUST-00458,6,22,29661.18,0,Champions,Emma Owens,Central,Home Office
CUST-00459,145,16,11168.34,3,At Risk,Charles Williams,North,Consumer
CUST-00460,5,13,19345.1,2,Loyal Customers,Jennifer Estes,West,Home Office
CUST-00461,24,22,21326.88,0,Champions,Garrett Lane,Central,Consumer
CUST-00462,32,16,20897.35,2,Loyal Customers,Christopher Ferrell,East,Home Office
CUST-00463,5,18,21279.46,2,Loyal Customers,Mr. Alexander Landry MD,North,Corporate
CUST-00464,13,18,23957.83,0,Champions,Harry Williams,East,Consumer
CUST-00465,99,11,10414.619999999999,3,At Risk,Sarah Chambers,Central,Corporate
CUST-00466,46,16,14777.28,2,Loyal Customers,Sarah Jordan,South,Consumer
CUST-00467,84,13,11938.29,1,Occasional / Low-Value,Jacob Powell,South,Consumer
CUST-00468,21,11,10192.08,1,Occasional / Low-Value,Kelly Lee,East,Corporate
CUST-00469,125,12,15854.49,3,At Risk,James Cole,Central,Corporate
CUST-00470,42,12,7929.98,1,Occasional / Low-Value,William Becker,North,Consumer
CUST-00471,38,13,8380.76,1,Occasional / Low-Value,Brent Brooks,South,Consumer
CUST-00472,5,7,7727.18,1,Occasional / Low-Value,Holly Thomas,South,Consumer
CUST-00473,16,19,24034.94,0,Champions,Kathryn Williams,North,Consumer
CUST-00474,7,20,20881.67,0,Champions,Regina Stone,East,Consumer
CUST-00475,1,17,21687.27,2,Loyal Customers,Kaylee Murphy,Central,Consumer
CUST-00476,32,18,19290.07,2,Loyal Customers,James Jensen,West,Corporate
CUST-00477,24,16,14147.45,2,Loyal Customers,George Clayton,East,Home Office
CUST-00478,3,18,27501.09,0,Champions,Justin Wells Jr.,East,Consumer
CUST-00479,30,17,17589.37,2,Loyal Customers,Veronica Silva,East,Home Office
CUST-00480,23,16,14879.93,2,Loyal Customers,Shelby Soto,South,Corporate
CUST-00481,78,12,15795.08,1,Occasional / Low-Value,Walter Patton,North,Corporate
CUST-00482,2,12,14012.16,1,Occasional / Low-Value,Crystal Williams,South,Consumer
CUST-00483,17,15,17637.69,2,Loyal Customers,Mark Harvey,East,Corporate
CUST-00484,331,8,10001.7,3,At Risk,Roberto Allen,South,Consumer
CUST-00485,12,19,27717.07,0,Champions,Ashley Smith,Central,Home Office
CUST-00486,41,14,19517.86,2,Loyal Customers,Jason Harris,North,Consumer
CUST-00487,21,19,18798.26,2,Loyal Customers,Tami Salas,Central,Home Office
CUST-00488,35,11,12092.880000000001,1,Occasional / Low-Value,Michele Stone,South,Consumer
CUST-00489,28,17,18952.61,2,Loyal Customers,Matthew Fox,Central,Corporate
CUST-00490,34,15,13081.4,1,Occasional / Low-Value,Julia Patel,West,Home Office
CUST-00491,7,13,14073.85,1,Occasional / Low-Value,Raymond Le,North,Consumer
CUST-00492,52,12,15633.24,1,Occasional / Low-Value,Deborah Washington,North,Home Office
CUST-00493,11,14,21182.18,2,Loyal Customers,Edwin David,East,Corporate
CUST-00494,3,18,22379.98,0,Champions,Michele Vaughn,Central,Home Office
CUST-00495,128,13,14547.48,3,At Risk,Gregory Peck,North,Consumer
CUST-00496,3,11,9489.210000000001,1,Occasional / Low-Value,Donna Berry,South,Consumer
CUST-00497,24,12,12022.76,1,Occasional / Low-Value,William Cardenas,Central,Corporate
CUST-00498,26,14,10120.800000000001,1,Occasional / Low-Value,Donna Roberts,South,Corporate
CUST-00499,9,17,21517.62,2,Loyal Customers,Thomas Douglas,Central,Consumer
CUST-00500,223,18,15164.140000000001,3,At Risk,Dale Ryan,South,Consumer
CUST-00501,1,17,23238.06,0,Champions,Denise Rodriguez,East,Home Office
CUST-00502,31,20,12811.48,2,Loyal Customers,Dana Santiago,South,Corporate
CUST-00503,19,18,21167.02,2,Loyal Customers,David Garcia,Central,Corporate
CUST-00504,14,16,14225.65,2,Loyal Customers,Ashlee Townsend,East,Corporate
CUST-00505,96,20,21057.25,0,Champions,Vanessa Moore,North,Home Office
CUST-00506,15,11,13505.2,1,Occasional / Low-Value,Sherry Woods,West,Corporate
CUST-00507,72,11,19368.61,1,Occasional / Low-Value,Donna Mitchell,Central,Consumer
CUST-00508,28,13,17715.59,2,Loyal Customers,Ann Andrews,West,Consumer
CUST-00509,46,19,22514.83,0,Champions,Sarah Johnson,West,Consumer
CUST-00510,37,18,17020.93,2,Loyal Customers,Stephen Thompson,North,Consumer
CUST-00511,29,19,17697.87,2,Loyal Customers,Russell French,East,Home Office
CUST-00512,5,12,6777.450000000001,1,Occasional / Low-Value,Tonya Howe,Central,Consumer
CUST-00513,2,17,26224.649999999998,0,Champions,Edwin Morrison,East,Corporate
CUST-00514,2,13,9347.300000000001,1,Occasional / Low-Value,Mrs. Virginia Daniels,Central,Consumer
CUST-00515,13,14,9650.23,1,Occasional / Low-Value,Brandi Gordon,East,Consumer
CUST-00516,25,18,22923.0,0,Champions,Brian Martin,South,Consumer
CUST-00517,6,14,18860.68,2,Loyal Customers,Michelle Smith,Central,Home Office
CUST-00518,34,15,8505.51,1,Occasional / Low-Value,Laura Todd,Central,Home Office
CUST-00519,41,14,9663.21,1,Occasional / Low-Value,Margaret Sullivan,Central,Corporate
CUST-00520,159,7,3202.9700000000003,3,At Risk,Angie Caldwell,West,Corporate
CUST-00521,34,10,9986.43,1,Occasional / Low-Value,Mrs. Taylor Smith,East,Home Office
CUST-00522,5,17,19934.28,2,Loyal Customers,Paul Finley,West,Corporate
CUST-00523,34,20,24789.0,0,Champions,Laura Green,Central,Corporate
CUST-00524,8,21,22159.27,0,Champions,Amy Wilson,East,Consumer
CUST-00525,19,24,25636.25,0,Champions,Michael Leblanc,East,Consumer
CUST-00526,1,19,18485.4,2,Loyal Customers,Emily Wilson,South,Consumer
CUST-00527,10,16,16700.13,2,Loyal Customers,Holly Walker,North,Corporate
CUST-00528,46,18,18189.89,2,Loyal Customers,Jesse Zhang,South,Home Office
CUST-00529,16,15,14673.029999999999,2,Loyal Customers,Joshua Ruiz,East,Home Office
CUST-00530,14,21,23244.97,0,Champions,Samantha Gill,North,Home Office
CUST-00531,32,14,15446.27,2,Loyal Customers,Shelley Miller,East,Corporate
CUST-00532,5,17,24768.1,0,Champions,Heidi Stark,East,Corporate
CUST-00533,30,11,16791.46,1,Occasional / Low-Value,Joshua Wagner,Central,Home Office
CUST-00534,97,13,9723.25,3,At Risk,Carmen Bond,East,Consumer
CUST-00535,2,16,21215.88,2,Loyal Customers,Daniel Aguilar,North,Consumer
CUST-00536,7,12,11615.34,1,Occasional / Low-Value,Jill Brown,North,Corporate
CUST-00537,4,13,14066.3,1,Occasional / Low-Value,Joyce Brown,West,Corporate
CUST-00538,2,21,24333.32,0,Champions,Elizabeth Johnson,North,Consumer
CUST-00539,9,18,24451.26,0,Champions,Nichole Lane,Central,Consumer
CUST-00540,2,20,21309.13,0,Champions,Michael Weaver,Central,Consumer
CUST-00541,51,18,22652.170000000002,0,Champions,Andrea Peck,South,Corporate
CUST-00542,26,13,20610.27,2,Loyal Customers,Christopher Taylor,East,Corporate
CUST-00543,4,21,21590.35,0,Champions,Maria Fisher,West,Corporate
CUST-00544,15,10,13355.34,1,Occasional / Low-Value,Sergio Knox,East,Consumer
CUST-00545,12,12,8734.01,1,Occasional / Low-Value,Victor Baxter,North,Consumer
CUST-00546,117,11,17779.28,3,At Risk,Hannah White,West,Corporate
CUST-00547,40,14,17083.5,2,Loyal Customers,Cameron Irwin,South,Consumer
CUST-00548,11,12,14052.1,1,Occasional / Low-Value,Alexander Evans,North,Consumer
CUST-00549,5,22,37868.66,0,Champions,Jessica Gray,North,Corporate
CUST-00550,32,17,20405.79,2,Loyal Customers,Gregory Hill,South,Home Office
CUST-00551,34,12,19270.65,2,Loyal Customers,Pamela Johnson,South,Corporate
CUST-00552,10,16,15317.6,2,Loyal Customers,Ralph Stephenson,South,Consumer
CUST-00553,6,9,12649.83,1,Occasional / Low-Value,Austin Wheeler,East,Consumer
CUST-00554,33,17,15213.07,2,Loyal Customers,Michele Williams,North,Home Office
CUST-00555,3,17,19121.02,2,Loyal Customers,Jeffrey Fernandez,North,Corporate
CUST-00556,34,16,15644.029999999999,2,Loyal Customers,Amy Gordon,South,Corporate
CUST-00557,91,12,20141.59,3,At Risk,Thomas Johnston,East,Consumer
CUST-00558,48,16,16549.56,2,Loyal Customers,Megan Flores,West,Corporate
CUST-00559,88,15,18093.87,2,Loyal Customers,Victoria Boyd,South,Corporate
CUST-00560,40,13,18716.34,2,Loyal Customers,Antonio Fry,East,Consumer
CUST-00561,12,20,26486.66,0,Champions,Casey Shelton,South,Consumer
CUST-00562,144,15,19286.02,3,At Risk,William David DDS,West,Consumer
CUST-00563,42,15,13031.6,1,Occasional / Low-Value,Melissa Russell,North,Home Office
CUST-00564,46,17,16033.4,2,Loyal Customers,Paul Wells,East,Home Office
CUST-00565,1,13,7831.11,1,Occasional / Low-Value,Scott Thomas,Central,Consumer
CUST-00566,3,13,15615.599999999999,1,Occasional / Low-Value,Kristina Faulkner,Central,Corporate
CUST-00567,27,15,16787.98,2,Loyal Customers,Jasmine Scott,West,Corporate
CUST-00568,47,13,13520.349999999999,1,Occasional / Low-Value,Tammy Boone,East,Consumer
CUST-00569,35,11,12528.64,1,Occasional / Low-Value,Sandra Williams,North,Consumer
CUST-00570,103,15,13797.36,3,At Risk,Lindsey Russo,South,Consumer
CUST-00571,22,13,17074.89,2,Loyal Customers,Laurie Powers,Central,Consumer
CUST-00572,60,12,10883.42,1,Occasional / Low-Value,Sean Cook,North,Corporate
CUST-00573,56,21,16162.07,2,Loyal Customers,Timothy Hayden,Central,Corporate
CUST-00574,62,12,19901.61,2,Loyal Customers,Nicole Rocha,West,Corporate
CUST-00575,5,21,23159.45,0,Champions,Christine Herman,West,Corporate
CUST-00576,34,19,17024.03,2,Loyal Customers,Douglas Owens,South,Home Office
CUST-00577,10,13,14744.49,1,Occasional / Low-Value,Dennis Hunt,North,Consumer
CUST-00578,43,11,11571.25,1,Occasional / Low-Value,Robert Bowen,South,Consumer
CUST-00579,25,14,17063.239999999998,2,Loyal Customers,Suzanne Wood,South,Corporate
CUST-00580,64,13,22057.99,2,Loyal Customers,Sean Figueroa,South,Home Office
CUST-00581,27,16,21094.37,2,Loyal Customers,Timothy Riley,Central,Consumer
CUST-00582,7,18,22091.28,0,Champions,Craig Hall,South,Corporate
CUST-00583,18,9,7271.12,1,Occasional / Low-Value,Kathryn Pena,North,Consumer
CUST-00584,19,14,13851.640000000001,1,Occasional / Low-Value,Phillip Burns,West,Home Office
CUST-00585,2,15,25832.52,0,Champions,Katherine Jackson,South,Consumer
CUST-00586,18,14,18428.62,2,Loyal Customers,Charles Payne,South,Consumer
CUST-00587,1,15,16397.79,2,Loyal Customers,Kimberly May,Central,Consumer
CUST-00588,12,15,19318.23,2,Loyal Customers,Sara Jones,West,Consumer
CUST-00589,3,18,22027.3,0,Champions,Pamela Gutierrez,North,Corporate
CUST-00590,3,18,21852.48,0,Champions,Andrea Hernandez,North,Consumer
CUST-00591,16,7,11138.71,1,Occasional / Low-Value,Jacqueline Williamson,West,Consumer
CUST-00592,40,16,15013.83,2,Loyal Customers,Susan Hopkins,Central,Consumer
CUST-00593,25,10,7049.53,1,Occasional / Low-Value,Juan Smith,East,Home Office
CUST-00594,3,17,19481.11,2,Loyal Customers,Kimberly Mitchell,South,Consumer
CUST-00595,41,10,14216.460000000001,1,Occasional / Low-Value,Megan Drake,North,Consumer
CUST-00596,5,14,15291.96,2,Loyal Customers,Thomas Warren,East,Home Office
CUST-00597,4,12,16833.82,1,Occasional / Low-Value,Joseph Ochoa,West,Consumer
CUST-00598,25,12,16198.53,1,Occasional / Low-Value,Angela Chung,Central,Consumer
CUST-00599,22,14,11233.619999999999,1,Occasional / Low-Value,Wanda Perez,North,Corporate
CUST-00600,49,13,13253.7,1,Occasional / Low-Value,Angela Frey,West,Home Office
