customer_id,customer_name,segment,region,state,signup_date
CUST-00383,Jeffrey Potts,Consumer,South,Kerala,2024-01-14
CUST-00384,Stacey Arias,Consumer,North,Haryana,2024-06-12
CUST-00385,Jonathan Young,Home Office,Central,Madhya Pradesh,2023-09-27
CUST-00386,Alfred Galvan,Corporate,West,Maharashtra,2025-05-07
CUST-00387,Gabriela Thomas,Consumer,Central,Chhattisgarh,2023-08-24
CUST-00388,Ronald Horton,Consumer,South,Kerala,2023-11-10
CUST-00389,Julie Gilbert,Corporate,West,Maharashtra,2025-06-28
CUST-00390,David Conley,Consumer,North,Uttarakhand,2024-09-24
CUST-00391,Lisa Henderson,Home Office,East,Odisha,2025-03-19
CUST-00392,Eric Williams,Consumer,West,Gujarat,2024-06-16
CUST-00393,Lisa Brown,Home Office,East,Jharkhand,2025-05-05
CUST-00394,Linda Smith,Consumer,North,Delhi,2024-08-29
CUST-00395,Michelle Carter,Consumer,North,Delhi,2023-07-27
CUST-00396,Cynthia Butler,Consumer,North,Punjab,2024-12-23
CUST-00397,Kelly Ward,Consumer,East,Odisha,2024-09-06
CUST-00398,Rachel Romero,Home Office,South,Tamil Nadu,2023-08-10
CUST-00399,John Reid,Consumer,Central,Chhattisgarh,2024-05-10
CUST-00400,Alan Kramer,Corporate,Central,Madhya Pradesh,2024-04-18
CUST-00401,Matthew Garcia,Corporate,South,Karnataka,2024-10-19
CUST-00402,Evelyn Williams,Corporate,South,Karnataka,2024-09-22
CUST-00403,Marvin Greer,Consumer,South,Kerala,2025-01-07
CUST-00404,Michael Welch,Consumer,North,Haryana,2025-04-16
CUST-00405,Mike Acevedo,Corporate,South,Karnataka,2023-08-23
CUST-00406,Andrew Gonzalez,Consumer,Central,Madhya Pradesh,2023-08-27
CUST-00407,Eric Sanders,Consumer,North,Uttarakhand,2025-04-19
CUST-00408,Dawn Mullins,Consumer,South,Tamil Nadu,2023-12-21
CUST-00409,Scott Williams,Home Office,West,Maharashtra,2024-12-16
CUST-00410,Caleb Richardson,Consumer,East,Bihar,2025-06-15
CUST-00411,Jeremiah Huber,Consumer,South,Kerala,2024-04-14
CUST-00412,Kathleen Jimenez,Consumer,East,West Bengal,2025-07-12
CUST-00413,Debra Miller,Consumer,East,Bihar,2024-06-19
CUST-00414,Lance Short,Consumer,South,Andhra Pradesh,2024-09-21
CUST-00415,Brian Murphy,Consumer,Central,Chhattisgarh,2024-03-11
CUST-00416,Lance Simmons,Consumer,West,Rajasthan,2025-01-11
CUST-00417,Jeremy Acosta,Corporate,East,West Bengal,2025-07-03
CUST-00418,Zachary Hill,Corporate,East,Odisha,2025-03-31
CUST-00419,Angela Walsh,Corporate,North,Delhi,2024-05-03
CUST-00420,Nicole Moore,Consumer,North,Delhi,2023-08-19
CUST-00421,Lawrence Harrington,Consumer,North,Haryana,2023-08-22
CUST-00422,David Brewer,Consumer,South,Kerala,2024-05-02
CUST-00423,Keith Jacobs,Consumer,East,Jharkhand,2025-01-03
CUST-00424,Jacob Wallace,Home Office,West,Gujarat,2023-09-23
CUST-00425,Kendra Sanders,Consumer,South,Karnataka,2024-12-11
CUST-00426,Tyler Johnson,Corporate,West,Maharashtra,2023-12-17
CUST-00427,Mr. Justin Green III,Corporate,Central,Madhya Pradesh,2024-07-06
CUST-00428,Logan Benson,Consumer,North,Punjab,2024-08-10
CUST-00429,Chad Jones,Corporate,East,West Bengal,2023-12-07
CUST-00430,Jill Miller,Corporate,North,Punjab,2025-01-05
CUST-00431,Victoria Contreras,Home Office,North,Uttarakhand,2025-01-27
CUST-00432,Joshua Vance,Home Office,East,West Bengal,2025-05-17
CUST-00433,Michael Graves,Consumer,South,Tamil Nadu,2023-12-08
CUST-00434,Katie Martinez,Consumer,North,Delhi,2023-12-29
CUST-00435,Cynthia Snyder,Consumer,South,Kerala,2024-05-01
CUST-00436,Jackie Lara,Corporate,Central,Uttar Pradesh,2024-09-26
CUST-00437,Stephen Jones,Consumer,South,Karnataka,2024-05-30
CUST-00438,Dr. Kelly Hammond DVM,Corporate,South,Andhra Pradesh,2023-09-21
CUST-00439,Evan Jones,Consumer,East,Odisha,2024-07-21
CUST-00440,Haley Humphrey,Corporate,North,Uttarakhand,2025-03-23
CUST-00441,Laurie Saunders,Corporate,East,West Bengal,2023-11-03
CUST-00442,Thomas Brown,Home Office,South,Kerala,2023-10-30
CUST-00443,Elizabeth Martin,Corporate,South,Andhra Pradesh,2025-07-21
CUST-00444,Hannah Everett,Consumer,North,Punjab,2025-06-20
CUST-00445,Blake Gonzalez,Corporate,North,Delhi,2024-09-25
CUST-00446,Mario Mendez,Corporate,Central,Chhattisgarh,2023-10-06
CUST-00447,Caroline David,Consumer,South,Tamil Nadu,2023-11-22
CUST-00448,Marcus Winters,Consumer,South,Kerala,2024-04-13
CUST-00449,Kristy Bryan,Consumer,Central,Uttar Pradesh,2023-08-17
CUST-00450,Travis Wise,Home Office,East,Jharkhand,2024-02-16
CUST-00451,Pamela Butler,Corporate,Central,Madhya Pradesh,2024-12-03
CUST-00452,Stephen Gardner,Consumer,Central,Uttar Pradesh,2024-12-05
CUST-00453,Karen Ballard,Corporate,North,Delhi,2025-01-08
CUST-00454,Jesse Barker,Corporate,West,Gujarat,2023-11-25
CUST-00455,John Harris,Consumer,North,Punjab,2024-11-08
CUST-00456,Scott Flores,Consumer,South,Tamil Nadu,2025-05-24
CUST-00457,James Hodges,Consumer,Central,Madhya Pradesh,2024-08-28
CUST-00458,Emma Owens,Home Office,Central,Madhya Pradesh,2024-02-18
CUST-00459,Charles Williams,Consumer,North,Uttarakhand,2024-05-19
CUST-00460,Jennifer Estes,Home Office,West,Maharashtra,2025-06-25
CUST-00461,Garrett Lane,Consumer,Central,Chhattisgarh,2024-03-24
CUST-00462,Christopher Ferrell,Home Office,East,Odisha,2024-07-22
CUST-00463,Mr. Alexander Landry MD,Corporate,North,Uttarakhand,2024-01-28
CUST-00464,Harry Williams,Consumer,East,West Bengal,2024-08-13
CUST-00465,Sarah Chambers,Corporate,Central,Chhattisgarh,2024-03-03
CUST-00466,Sarah Jordan,Consumer,South,Karnataka,2025-06-10
CUST-00467,Jacob Powell,Consumer,South,Tamil Nadu,2023-08-30
CUST-00468,Kelly Lee,Corporate,East,West Bengal,2024-09-27
CUST-00469,James Cole,Corporate,Central,Uttar Pradesh,2024-09-25
CUST-00470,William Becker,Consumer,North,Uttarakhand,2023-10-26
CUST-00471,Brent Brooks,Consumer,South,Kerala,2024-04-14
CUST-00472,Holly Thomas,Consumer,South,Tamil Nadu,2024-11-04
CUST-00473,Kathryn Williams,Consumer,North,Uttarakhand,2023-11-09
CUST-00474,Regina Stone,Consumer,East,Jharkhand,2023-11-18
CUST-00475,Kaylee Murphy,Consumer,Central,Madhya Pradesh,2024-11-13
CUST-00476,James Jensen,Corporate,West,Gujarat,2025-05-10
CUST-00477,George Clayton,Home Office,East,Bihar,2024-09-11
CUST-00478,Justin Wells Jr.,Consumer,East,West Bengal,2024-04-08
CUST-00479,Veronica Silva,Home Office,East,Jharkhand,2025-04-04
CUST-00480,Shelby Soto,Corporate,South,Andhra Pradesh,2024-10-31
CUST-00481,Walter Patton,Corporate,North,Haryana,2025-03-19
CUST-00482,Crystal Williams,Consumer,South,Kerala,2024-08-02
CUST-00483,Mark Harvey,Corporate,East,Odisha,2025-05-09
CUST-00484,Roberto Allen,Consumer,South,Andhra Pradesh,2024-10-12
CUST-00485,Ashley Smith,Home Office,Central,Madhya Pradesh,2024-03-25
CUST-00486,Jason Harris,Consumer,North,Delhi,2024-08-18
CUST-00487,Tami Salas,Home Office,Central,Uttar Pradesh,2025-02-16
CUST-00488,Michele Stone,Consumer,South,Karnataka,2024-10-03
CUST-00489,Matthew Fox,Corporate,Central,Uttar Pradesh,2024-03-25
CUST-00490,Julia Patel,Home Office,West,Rajasthan,2024-09-22
CUST-00491,Raymond Le,Consumer,North,Delhi,2024-12-06
CUST-00492,Deborah Washington,Home Office,North,Uttarakhand,2024-02-02
CUST-00493,Edwin David,Corporate,East,Bihar,2024-03-13
CUST-00494,Michele Vaughn,Home Office,Central,Chhattisgarh,2024-08-08
CUST-00495,Gregory Peck,Consumer,North,Haryana,2025-04-03
CUST-00496,Donna Berry,Consumer,South,Kerala,2024-09-19
CUST-00497,William Cardenas,Corporate,Central,Uttar Pradesh,2025-03-17
CUST-00498,Donna Roberts,Corporate,South,Tamil Nadu,2025-01-30
CUST-00499,Thomas Douglas,Consumer,Central,Uttar Pradesh,2025-02-25
CUST-00500,Dale Ryan,Consumer,South,Tamil Nadu,2025-07-19
CUST-00501,Denise Rodriguez,Home Office,East,West Bengal,2025-02-20
CUST-00502,Dana Santiago,Corporate,South,Andhra Pradesh,2024-09-10
CUST-00503,David Garcia,Corporate,Central,Chhattisgarh,2024-04-07
CUST-00504,Ashlee Townsend,Corporate,East,Odisha,2023-07-30
CUST-00505,Vanessa Moore,Home Office,North,Haryana,2024-12-14
CUST-00506,Sherry Woods,Corporate,West,Gujarat,2023-12-27
CUST-00507,Donna Mitchell,Consumer,Central,Chhattisgarh,2023-09-09
CUST-00508,Ann Andrews,Consumer,West,Maharashtra,2024-09-13
CUST-00509,Sarah Johnson,Consumer,West,Gujarat,2025-07-10
CUST-00510,Stephen Thompson,Consumer,North,Uttarakhand,2025-07-09
CUST-00511,Russell French,Home Office,East,Odisha,2023-12-17
CUST-00512,Tonya Howe,Consumer,Central,Uttar Pradesh,2025-06-05
CUST-00513,Edwin Morrison,Corporate,East,Jharkhand,2025-07-16
CUST-00514,Mrs. Virginia Daniels,Consumer,Central,Chhattisgarh,2024-08-12
CUST-00515,Brandi Gordon,Consumer,East,Bihar,2024-02-22
CUST-00516,Brian Martin,Consumer,South,Tamil Nadu,2024-07-16
CUST-00517,Michelle Smith,Home Office,Central,Uttar Pradesh,2024-04-12
CUST-00518,Laura Todd,Home Office,Central,Uttar Pradesh,2023-12-09
CUST-00519,Margaret Sullivan,Corporate,Central,Chhattisgarh,2024-06-22
CUST-00520,Angie Caldwell,Corporate,West,Rajasthan,2023-12-16
CUST-00521,Mrs. Taylor Smith,Home Office,East,Jharkhand,2024-05-18
CUST-00522,Paul Finley,Corporate,West,Rajasthan,2024-03-16
CUST-00523,Laura Green,Corporate,Central,Chhattisgarh,2024-04-30
CUST-00524,Amy Wilson,Consumer,East,Bihar,2024-03-20
CUST-00525,Michael Leblanc,Consumer,East,Jharkhand,2025-06-14
CUST-00526,Emily Wilson,Consumer,South,Andhra Pradesh,2025-07-06
CUST-00527,Holly Walker,Corporate,North,Uttarakhand,2023-11-06
CUST-00528,Jesse Zhang,Home Office,South,Andhra Pradesh,2024-05-11
CUST-00529,Joshua Ruiz,Home Office,East,Odisha,2024-09-15
CUST-00530,Samantha Gill,Home Office,North,Delhi,2025-01-04
CUST-00531,Shelley Miller,Corporate,East,Jharkhand,2024-07-06
CUST-00532,Heidi Stark,Corporate,East,Jharkhand,2023-10-21
CUST-00533,Joshua Wagner,Home Office,Central,Chhattisgarh,2024-10-12
CUST-00534,Carmen Bond,Consumer,East,Bihar,2024-07-03
CUST-00535,Daniel Aguilar,Consumer,North,Haryana,2023-10-04
CUST-00536,Jill Brown,Corporate,North,Uttarakhand,2023-11-05
CUST-00537,Joyce Brown,Corporate,West,Goa,2024-07-19
CUST-00538,Elizabeth Johnson,Consumer,North,Punjab,2024-02-08
CUST-00539,Nichole Lane,Consumer,Central,Uttar Pradesh,2023-08-30
CUST-00540,Michael Weaver,Consumer,Central,Madhya Pradesh,2023-09-10
CUST-00541,Andrea Peck,Corporate,South,Tamil Nadu,2023-08-19
CUST-00542,Christopher Taylor,Corporate,East,West Bengal,2024-12-05
CUST-00543,Maria Fisher,Corporate,West,Goa,2025-06-17
CUST-00544,Sergio Knox,Consumer,East,Jharkhand,2024-05-12
CUST-00545,Victor Baxter,Consumer,North,Delhi,2023-11-06
CUST-00546,Hannah White,Corporate,West,Gujarat,2024-09-15
CUST-00547,Cameron Irwin,Consumer,South,Tamil Nadu,2025-05-04
CUST-00548,Alexander Evans,Consumer,North,Delhi,2024-12-30
CUST-00549,Jessica Gray,Corporate,North,Punjab,2024-01-20
CUST-00550,Gregory Hill,Home Office,South,Tamil Nadu,2025-07-23
CUST-00551,Pamela Johnson,Corporate,South,Tamil Nadu,2024-12-19
CUST-00552,Ralph Stephenson,Consumer,South,Karnataka,2023-08-07
CUST-00553,Austin Wheeler,Consumer,East,Bihar,2024-07-06
CUST-00554,Michele Williams,Home Office,North,Haryana,2025-02-20
CUST-00555,Jeffrey Fernandez,Corporate,North,Uttarakhand,2025-03-02
CUST-00556,Amy Gordon,Corporate,South,Andhra Pradesh,2024-03-06
CUST-00557,Thomas Johnston,Consumer,East,Bihar,2024-10-16
CUST-00558,Megan Flores,Corporate,West,Gujarat,2024-03-16
CUST-00559,Victoria Boyd,Corporate,South,Kerala,2024-06-11
CUST-00560,Antonio Fry,Consumer,East,Jharkhand,2025-06-08
CUST-00561,Casey Shelton,Consumer,South,Tamil Nadu,2024-09-29
CUST-00562,William David DDS,Consumer,West,Maharashtra,2025-03-27
CUST-00563,Melissa Russell,Home Office,North,Punjab,2024-03-14
CUST-00564,Paul Wells,Home Office,East,Jharkhand,2025-05-15
CUST-00565,Scott Thomas,Consumer,Central,Uttar Pradesh,2024-07-19
CUST-00566,Kristina Faulkner,Corporate,Central,Uttar Pradesh,2024-09-30
CUST-00567,Jasmine Scott,Corporate,West,Gujarat,2024-04-07
CUST-00568,Tammy Boone,Consumer,East,Jharkhand,2023-10-05
CUST-00569,Sandra Williams,Consumer,North,Uttarakhand,2024-05-13
CUST-00570,Lindsey Russo,Consumer,South,Karnataka,2023-12-19
CUST-00571,Laurie Powers,Consumer,Central,Uttar Pradesh,2024-01-10
CUST-00572,Sean Cook,Corporate,North,Delhi,2025-07-01
CUST-00573,Timothy Hayden,Corporate,Central,Madhya Pradesh,2023-10-25
CUST-00574,Nicole Rocha,Corporate,West,Goa,2025-01-16
CUST-00575,Christine Herman,Corporate,West,Goa,2024-09-26
CUST-00576,Douglas Owens,Home Office,South,Andhra Pradesh,2024-12-10
CUST-00577,Dennis Hunt,Consumer,North,Delhi,2024-08-15
CUST-00578,Robert Bowen,Consumer,South,Tamil Nadu,2025-03-08
CUST-00579,Suzanne Wood,Corporate,South,Kerala,2024-06-11
CUST-00580,Sean Figueroa,Home Office,South,Tamil Nadu,2023-08-07
CUST-00581,Timothy Riley,Consumer,Central,Madhya Pradesh,2024-06-14
CUST-00582,Craig Hall,Corporate,South,Kerala,2024-10-10
CUST-00583,Kathryn Pena,Consumer,North,Uttarakhand,2025-01-07
CUST-00584,Phillip Burns,Home Office,West,Rajasthan,2025-02-07
CUST-00585,Katherine Jackson,Consumer,South,Tamil Nadu,2025-04-03
CUST-00586,Charles Payne,Consumer,South,Karnataka,2023-12-15
CUST-00587,Kimberly May,Consumer,Central,Chhattisgarh,2023-09-09
CUST-00588,Sara Jones,Consumer,West,Gujarat,2025-04-21
CUST-00589,Pamela Gutierrez,Corporate,North,Haryana,2025-05-10
CUST-00590,Andrea Hernandez,Consumer,North,Delhi,2024-01-11
CUST-00591,Jacqueline Williamson,Consumer,West,Maharashtra,2024-12-24
CUST-00592,Susan Hopkins,Consumer,Central,Madhya Pradesh,2023-08-07
CUST-00593,Juan Smith,Home Office,East,Odisha,2024-09-09
CUST-00594,Kimberly Mitchell,Consumer,South,Andhra Pradesh,2024-08-19
CUST-00595,Megan Drake,Consumer,North,Uttarakhand,2025-07-01
CUST-00596,Thomas Warren,Home Office,East,West Bengal,2024-01-29
CUST-00597,Joseph Ochoa,Consumer,West,Rajasthan,2024-02-18
CUST-00598,Angela Chung,Consumer,Central,Madhya Pradesh,2024-07-16
CUST-00599,Wanda Perez,Corporate,North,Uttarakhand,2025-01-07
CUST-00600,Angela Frey,Home Office,West,Gujarat,2024-12-11
